lemma	pos	gender
ἄγχαυρος	ADJ	-
ἀγχέμαχος	ADJ	-
ἀγχεμωλία	NOUN	f
ἀγχήρης	ADJ	-
ἄγχι	ADP	-
ἀγχίαλος	ADJ	-
ἀγχιβαθής	ADJ	-
ἀγχιβατέω	VERB	-
ἀγχιβάτης	NOUN	m
ἀγχίγαμος	ADJ	-
ἀγχιγείτων	ADJ	-
ἀγχίγυος	ADJ	-
ἀγχίδομος	ADJ	-
ἀγχίζω	VERB	-
ἀγχιθάλασσος	ADJ	-
ἀγχίθεος	ADJ	-
ἀγχιθυρέω	VERB	-
ἀγχίθυρος	ADJ	-
ἀγχικέλευθος	ADJ	-
ἀγχίκρημνος	ADJ	-
ἀγχίκρηνος	ADJ	-
ἀγχιλεχής	ADJ	-
ἀγχίλωψ	NOUN	m
ἀγχιμαχητής	NOUN	m
ἀγχίμαχος	ADJ	-
ἀγχιμολέω	VERB	-
ἀγχίμολος	ADJ	-
ἄγχιμος	ADJ	-
ἀγχίμουσος	ADJ	-
ἀγχινεφής	ADJ	-
ἀγχίνοια	NOUN	f
ἀγχίνοος	ADJ	-
ἀγχίπλοος	ADJ	-
ἀγχίπολις	ADJ	-
ἀγχίπορος	ADJ	-
ἀγχίπους	NOUN	m
ἀγχίρροος	ADJ	-
ἀγχίσπορος	ADJ	-
ἀγχιστεία	NOUN	f
ἀγχιστεύς	NOUN	m
ἀγχιστευτικός	ADJ	-
ἀγχιστεύω	VERB	-
ἀγχιστήρ	NOUN	m
ἀγχιστικός	ADJ	-
ἀγχιστίνδην	ADV	-
ἀγχιστῖνος	ADJ	-
ἄγχιστος	ADJ	-
ἀγχίστροφος	ADJ	-
ἀγχιτελής	ADJ	-
ἀγχιτέρμων	ADJ	-
ἀγχιτόκος	ADJ	-
ἀγχιφανής	ADJ	-
ἀγχίφυτος	ADJ	-
ἀγχίων	ADJ	-
ἀγχόθεν	ADV	-
ἀγχόμορος	ADJ	-
ἀγχονάω	VERB	-
ἀγχόνη	NOUN	f
ἀγχονίζω	VERB	-
ἀγχόνιος	ADJ	-
ἀγχονιστής	NOUN	m
ἀγχόσε	ADV	-
ἀγχοτάτω	ADV	-
ἀγχότερος	ADJ	-
ἀγχοῦ	PRON	-
ἀγχοῦ	ADV	-
ἄγχουρος	NOUN	m
ἄγχουρος	NOUN	m
ἀγχοῦρος	VERB	-
ἄγχουσα	NOUN	f
ἀγχουσίζομαι	VERB	-
ἀγχύνωψ	NOUN	m
ἄγχω	VERB	-
ἀγχώμαλος	ADJ	-
ἄγω	VERB	-
ἀγωγαῖος	ADJ	-
ἀγωγεῖον	NOUN	n
ἀγωγεύς	NOUN	m
ἀγωγή	NOUN	f
ἀγώγιμος	NOUN	n
ἀγώγιον	NOUN	n
ἀγωγός	ADJ	-
ἀγωίλιον	NOUN	n
ἀγών	NOUN	m
ἀγωνάρχης	NOUN	m
ἀγωνία	NOUN	f
ἀγωνιάτης	NOUN	m
ἀγωνιάω	VERB	-
ἀγωνίζομαι	VERB	-
ἀγωνικός	ADJ	-
ἀγώνιος	ADJ	-
ἀγώνισις	NOUN	f
ἀγώνισμα	NOUN	n
ἀγωνισμός	NOUN	m
ἀγωνιστέον	ADJ	-
ἀγωνιστήριος	NOUN	n
ἀγωνιστής	NOUN	m
ἀγωνιστικός	NOUN	n
ἀγωνοδίκης	NOUN	m
ἀγωνοθεσία	NOUN	f
ἀγωνοθετέω	VERB	-
ἀγωνοθετήρ	NOUN	m
ἀγωνοθέτης	NOUN	m
ἀγωνοθετικός	ADJ	-
ἀγωνοθήκη	NOUN	f
ἀγωνολογία	NOUN	f
ἄγωνος	NOUN	m
ἄγωνος	NOUN	m
ἀγωνότριψ	NOUN	m
ἀδαγμός	NOUN	m
ἀδαημονία	NOUN	f
ἀδαήμων	ADJ	-
ἀδαής	ADJ	-
ἀδάητος	ADJ	-
ἀδαίδαλτος	ADJ	-
ἀδαίετος	ADJ	-
ἀδάϊκτος	ADJ	-
ἀδάϊος	ADJ	-
ἀδαῖος	ADJ	-
ἄδαιτος	ADJ	-
ἀδαίτρευτος	ADJ	-
ἄδαιτρος	ADJ	-
ἀδακρυτί	ADV	-
ἀδάκρυτος	ADJ	-
ἀδαμάντινος	ADJ	-
ἀδαμαντόδετος	ADJ	-
ἀδαμαντοπέδιλος	ADJ	-
ἀδάμας	NOUN	m
ἀδάμας	NOUN	m
ἀδαμαστί	ADV	-
ἀδάμαστος	ADJ	-
ἀδάματος	ADJ	-
ἀδαμνής	ADJ	-
ἄδαμος	ADJ	-
ἀδάνειστος	ADJ	-
ἀδαξάω	VERB	-
ἀδάπανος	ADJ	-
ἀδάρκη	NOUN	f
ἄδαρτος	ADJ	-
ἄδασμος	ADJ	-
ἄδαστος	ADJ	-
ἀδαχέω	VERB	-
ἄδδιξ	NOUN	f
ἀδεαλτόω	VERB	-
ἀδεής	ADJ	-
ἀδέητος	ADJ	-
ἄδεια	NOUN	f
ἀδειγμάτιστος	ADJ	-
ἀδειής	ADJ	-
ἄδεικτος	ADJ	-
ἄδειλος	ADJ	-
ἀδείμαντος	ADJ	-
ἄδειμος	ADJ	-
ἄδειπνος	ADJ	-
ἀδεισία	NOUN	f
ἀδεισιβόας	NOUN	m
ἀδεισιδαιμονία	NOUN	f
ἀδεισιδαίμων	ADJ	-
ἀδεισίθεος	ADJ	-
ἀδέκαστος	ADJ	-
ἀδεκάτευτος	ADJ	-
ἄδεκτος	ADJ	-
ἀδελφεοκτόνος	ADJ	-
ἀδελφή	NOUN	f
ἀδελφιδέος	NOUN	m
ἀδελφιδῆ	NOUN	f
ἀδελφιδῆς	NOUN	m
ἀδελφίδιον	NOUN	n
ἀδελφίζω	VERB	-
ἀδελφικός	ADJ	-
ἀδέλφιξις	NOUN	f
ἀδέλφιον	NOUN	n
ἀδελφίς	NOUN	f
ἀδελφοδότης	NOUN	m
ἀδελφόθεν	ADV	-
ἀδελφοκτόνος	ADJ	-
ἀδελφοκτονέω	VERB	-
ἀδελφοκτονία	NOUN	f
ἀδελφομιξία	NOUN	f
ἀδελφόπαις	NOUN	m
ἀδελφοποιός	ADJ	-
ἀδελφοπρεπῶς	ADV	-
ἀδελφός	NOUN	m
ἀδελφός	NOUN	m
ἀδελφότης	NOUN	f
ἀδέμνιος	ADJ	-
ἄδενδρος	ADJ	-
ἀδενοειδής	ADJ	-
ἀδέξιος	ADJ	-
ἀδερκής	ADJ	-
ἄδερκτος	ADJ	-
ἀδέρματος	ADJ	-
ἀδέσμευτος	ADJ	-
ἀδέσμιος	ADJ	-
ἄδεσμος	ADJ	-
ἀδέσποτος	ADJ	-
ἄδετος	ADJ	-
ἀδεύητος	ADJ	-
ἀδευκής	ADJ	-
ἀδέψητος	ADJ	-
ἀδέω	VERB	-
ἀδήϊος	ADJ	-
ἄδηκτος	ADJ	-
ἀδηλέω	VERB	-
ἀδήλητος	ADJ	-
ἀδηλία	NOUN	f
ἀδηλοποιέω	VERB	-
ἀδηλοποιός	ADJ	-
ἄδηλος	ADJ	-
ἀδηλότης	NOUN	f
ἀδηλόφλεβος	ADJ	-
ἀδηλόω	VERB	-
ἅδημα	NOUN	n
ἀδημιούργητος	ADJ	-
ἀδημοκράτητος	ADJ	-
ἀδημονέω	VERB	-
ἀδημονία	NOUN	f
ἄδημος	ADJ	-
ἀδημοσύνη	NOUN	f
ἀδήμων	ADJ	-
ἅδην	ADV	-
ἀδήν	NOUN	f
ἀδηνής	NOUN	f
ἄδηρις	NOUN	m
ἀδήριτος	ADJ	-
ᾍδης	NOUN	m
ἁδήσω	VERB	-
ἀδηφαγέω	VERB	-
ἀδηφαγία	NOUN	f
ἀδηφάγος	ADJ	-
ἀδιάβατος	ADJ	-
ἀδιαβεβαίωτος	ADJ	-
ἀδιαβίβαστος	ADJ	-
ἀδιάβλητος	ADJ	-
ἀδιάβολος	ADJ	-
ἀδιάγλυπτος	ADJ	-
ἀδιάγλυφος	ADJ	-
ἀδιάγνωστος	ADJ	-
ἀδιάγωγος	ADJ	-
ἀδιάδοχος	ADJ	-
ἀδιάδραστος	ADJ	-
ἀδιάζευκτος	ADJ	-
ἀδιάθετος	ADJ	-
ἀδιαίρετος	ADJ	-
ἀδιακίνητος	ADJ	-
ἀδιάκλειστος	ADJ	-
ἀδιακόνητος	ADJ	-
ἀδιακόντιστος	ADJ	-
ἀδιάκοπος	ADJ	-
ἀδιακόρευτος	ADJ	-
ἀδιακόσμητος	ADJ	-
ἀδιακρισία	NOUN	f
ἀδιάκριτος	ADJ	-
ἀδιακωλύτως	ADV	-
ἀδιάλειπτος	ADJ	-
ἀδιάλεκτος	ADJ	-
ἀδιαληπτεύω	VERB	-
ἀδιάληπτος	ADJ	-
ἀδιάλλακτος	ADJ	-
ἀδιαλόγιστος	ADJ	-
ἀδιάλυτος	NOUN	n
ἀδιαμάρτητος	ADJ	-
ἀδιαμέριστος	ADJ	-
ἀδιαμόρφωτος	ADJ	-
ἀδιανοησία	NOUN	f
ἀδιανοητεύομαι	VERB	-
ἀδιανόητος	ADJ	-
ἀδίαντος	NOUN	m
ἀδιάξεστος	ADJ	-
ἀδιαπάτητος	ADJ	-
ἀδιάπαυστος	ADJ	-
ἀδιάπεπτος	ADJ	-
ἀδιάπλαστος	ADJ	-
ἀδιαπνευστέω	VERB	-
ἀδιαπνευστία	NOUN	f
ἀδιάπνευστος	ADJ	-
ἀδιαπόνητος	ADJ	-
ἀδιαπόρευτος	ADJ	-
ἀδιάπταιστος	ADJ	-
ἀδιαπτωσία	NOUN	f
ἀδιάπτωτος	ADJ	-
ἀδίαρθρος	ADJ	-
ἀδιάρθρωτος	ADJ	-
ἀδιαρίπιστος	ADJ	-
ἀδιάρρευστος	ADJ	-
ἀδιάρρηκτος	ADJ	-
ἀδιάρροια	NOUN	f
ἀδιάσειστος	ADJ	-
ἀδιασκέδαστος	ADJ	-
ἀδιασκέπτως	ADV	-
ἀδιάσκευος	ADJ	-
ἀδιάσκοπος	ADJ	-
ἀδιάσπαστος	ADJ	-
ἀδιάσταλτος	ADJ	-
ἀδιαστασία	NOUN	f
ἀδιάστατος	ADJ	-
ἀδιάστικτος	ADJ	-
ἀδιάστολος	ADJ	-
ἀδιάστομος	ADJ	-
ἀδιαστρέπτως	ADV	-
ἀδιάστροφος	ADJ	-
ἀδιάσφαλτος	ADJ	-
ἀδιάσχιστος	ADJ	-
ἀδιάσωστος	ADJ	-
ἀδιάτακτος	ADJ	-
ἀδιάτμητος	ADJ	-
ἀδιάτρεπτος	ADJ	-
ἀδιατρεψία	NOUN	f
ἀδιατύπωτος	ADJ	-
ἀδίαυλος	ADJ	-
ἀδιάφθαρτος	ADJ	-
ἀδιάφθορος	ADJ	-
ἀδιαφορέω	VERB	-
ἀδιαφορητικός	ADJ	-
ἀδιαφόρητος	ADJ	-
ἀδιαφορία	NOUN	f
ἀδιάφορος	ADJ	-
ἀδιάφρακτος	ADJ	-
ἀδιάχυτος	ADJ	-
ἀδιαχώρητος	ADJ	-
ἀδιαχώριστος	ADJ	-
ἀδιάψευστος	ADJ	-
ἀδίδακτος	ADJ	-
ἀδιέγγυος	ADJ	-
ἀδιέκβατος	ADJ	-
ἀδιέκδυτος	ADJ	-
ἀδιέξακτος	ADJ	-
ἀδιεξέργαστος	ADJ	-
ἀδιεξέταστος	ADJ	-
ἀδιεξήγητος	ADJ	-
ἀδιεξίτητος	ADJ	-
ἀδιεξόδευτος	ADJ	-
ἀδιέξοδος	ADJ	-
ἀδιέργαστος	ADJ	-
ἀδιερεύνητος	ADJ	-
ἀδιευκρίνητος	ADJ	-
ἀδιεχής	ADJ	-
ἀδιήγητος	ADJ	-
ἀδιήθητος	ADJ	-
ἀδικαίαρχος	ADJ	-
ἀδικαιοδότητος	ADJ	-
ἀδίκαστος	ADJ	-
ἀδίκευσις	NOUN	f
ἀδικέω	VERB	-
ἀδίκη	NOUN	f
ἀδίκημα	NOUN	n
ἀδικητέον	ADJ	-
ἀδικητής	NOUN	m
ἀδικητικός	ADJ	-
ἀδικήω	VERB	-
ἀδικία	NOUN	f
ἀδίκιον	NOUN	n
ἀδικοδοξέω	VERB	-
ἀδικοδοξία	NOUN	f
ἀδικοκρισία	NOUN	f
ἀδικομαχέω	VERB	-
ἀδικομαχία	NOUN	f
ἀδικόμαχος	ADJ	-
ἀδικομήχανος	ADJ	-
ἀδικοπήμων	ADJ	-
ἀδικοπραγέω	VERB	-
ἀδικοπράγημα	NOUN	n
ἀδικοπραγής	ADJ	-
ἄδικος	ADJ	-
ἀδικότροπος	ADJ	-
ἀδικόχειρ	NOUN	m
ἀδικοχρήματος	ADJ	-
ἁδινός	ADJ	-
ἅδιξις	NOUN	f
ἀδιόδευτος	ADJ	-
ἀδιοικησία	NOUN	f
ἀδιοίκητος	ADJ	-
ἀδίοπος	ADJ	-
ἀδιόρατος	ADJ	-
ἀδιοργάνωτος	ADJ	-
ἀδιόρθωτος	ADJ	-
ἀδιοριστία	NOUN	f
ἀδιόριστος	ADJ	-
ἀδιπλασίαστος	ADJ	-
ἀδίπλωτος	ADJ	-
ἀδίστακτος	ADJ	-
ἀδιύλιστος	ADJ	-
ἀδίχαστος	ADJ	-
ἀδιψέω	VERB	-
ἄδιψος	NOUN	n
ἀδίωκτος	ADJ	-
ἀδιώμοτος	ADJ	-
ἀδμής	NOUN	m
ἀδμῆτις	NOUN	f
ἄδμητος	ADJ	-
ἀδνός	ADJ	-
ἀδοιάστως	VERB	-
ἀδόκητος	ADJ	-
ἀδοκίμαστος	ADJ	-
ἀδόκιμος	ADJ	-
ἀδολεσχέω	VERB	-
ἀδολέσχης	NOUN	m
ἀδολεσχία	NOUN	f
ἀδολίευτος	ADJ	-
ἄδολος	ADJ	-
ἀδόνητος	ADJ	-
ἀδονίς	NOUN	f
ἀδοξάζω	VERB	-
ἀδόξαστος	ADJ	-
ἀδοξέω	VERB	-
ἀδόξημα	NOUN	n
ἀδοξία	NOUN	f
ἀδοξοποίητος	ADJ	-
ἄδοξος	ADJ	-
ἄδορος	NOUN	m
ἄδορπος	ADJ	-
ἀδορυφόρητος	ADJ	-
ἅδος	NOUN	m
ἄδοτος	ADJ	-
ἀδουλαγώγητος	ADJ	-
ἀδούλευτος	ADJ	-
ἀδουλέω	VERB	-
ἀδουλία	NOUN	f
ἄδουλος	ADJ	-
ἀδούλωτος	ADJ	-
ἀδούπητος	ADJ	-
ἀδραία	ADJ	-
ἀδράνεια	NOUN	f
ἀδράνεος	ADJ	-
ἀδρανέω	VERB	-
ἀδρανής	ADJ	-
ἀδρανίζομαι	VERB	-
Ἀδράστεια	NOUN	f
ἄδραστος	ADJ	-
ἄδρατος	ADJ	-
ἀδράφαξυς	NOUN	f
ἀδρέπανος	ADJ	-
ἁδρεπήβολος	ADJ	-
ἄδρεπτος	ADJ	-
ἁδρέω	VERB	-
Ἀδρίας	NOUN	m
ἄδριμυς	ADJ	-
ἁδρόβωλος	ADJ	-
ἁδρογραφία	NOUN	f
ἁδροκέφαλος	ADJ	-
ἁδρομερής	ADJ	-
ἁδρόμισθος	ADJ	-
ἄδρομος	ADJ	-
ἁδρόομαι	VERB	-
ἁδροπόρος	ADJ	-
ἁδρός	ADJ	-
ἀδροσία	NOUN	f
ἁδροσύνη	NOUN	f
ἁδρόσφαιρος	ADJ	-
ἁδροτής	NOUN	f
ἁδρόχωρον	NOUN	n
ἁδρόω	VERB	-
ἀδρυάς	NOUN	f
ἅδρυνσις	NOUN	f
ἁδρύνω	VERB	-
ἄδρυπτος	ADJ	-
ἀδρύφακτος	ADJ	-
ἀδυναμέω	VERB	-
ἀδυναμία	NOUN	f
ἀδύναμος	NOUN	n
ἀδυνασία	NOUN	f
ἀδυναστί	ADV	-
ἀδυνατέω	VERB	-
ἀδύνατος	ADJ	-
ἀδυνατόω	VERB	-
ἀδυσκόλως	ADV	-
ἀδυσώπητος	ADJ	-
ἄδυτος	ADJ	-
ἀδώμητος	ADJ	-
ἀδών	NOUN	f
Ἄδων	NOUN	m
Ἀδωναία	NOUN	f
Ἀδώνειος	ADJ	-
Ἀδωνιακός	ADJ	-
Ἀδωνιάς	NOUN	f
Ἀδωνιασμός	NOUN	m
Ἀδώνιος	NOUN	m
Ἄδωνις	NOUN	m
ἀδώρητος	ADJ	-
ἀδωρία	NOUN	f
ἀδωροδόκητος	ADJ	-
ἀδωροδοκία	NOUN	f
ἀδωροδόκος	ADJ	-
ἀδωρόληπτος	ADJ	-
ἄδωρος	ADJ	-
ἀδωσιδικία	NOUN	f
ἀδωσίδικος	ADJ	-
ἀδώτης	NOUN	m
ἄεδνος	ADJ	-
ἀέδνωτος	ADJ	-
ἀέθλιος	ADJ	-
ἀεθλοθέτης	NOUN	m
ἄεθλον	NOUN	n
ἀεθλονικία	NOUN	f
ἀεθλοσύνη	NOUN	f
ἀεθλοφορέω	VERB	-
ἀεθλοφόρος	ADJ	-
ἀεί	ADV	-
ἀειβλαστής	ADJ	-
ἀειβλάστησις	NOUN	f
ἀείβολος	ADJ	-
ἀειβρυής	ADJ	-
ἀειγενεσία	NOUN	f
ἀειγενέτης	NOUN	m
ἀειγενής	ADJ	-
ἀειγένητος	ADJ	-
ἀειγεννητής	NOUN	m
ἀειγλεῦκος	NOUN	n
ἀείγνητος	ADJ	-
ἀείδασμος	ADJ	-
ἀειδέλιος	ADJ	-
ἀείδελος	ADJ	-
ἀειδής	ADJ	-
ἀειδία	NOUN	f
ἀειδίνητος	ADJ	-
ἀείδιος	ADJ	-
ἀειδουλεία	NOUN	f
ἀειδράστεια	NOUN	f
ἀείδω	VERB	-
ἀειεστώ	NOUN	f
ἀειζωής	ADJ	-
ἀειζωία	NOUN	f
ἀείζωος	NOUN	n
ἀείζωτος	ADJ	-
ἀειθαλής	ADJ	-
ἀειθανής	ADJ	-
ἀειθερής	ADJ	-
ἀείθουρος	ADJ	-
ἀειθρύλητος	ADJ	-
ἀείκαρπος	ADJ	-
ἀεικέλιος	ADV	-
ἀεικής	ADJ	-
ἀεικία	NOUN	f
ἀεικίζω	VERB	-
ἀεικινησία	NOUN	f
ἀεικίνητος	ADJ	-
ἀείκλαυτος	ADJ	-
ἀείκωμος	ADJ	-
ἀείλαλος	ADJ	-
ἀειλαμπής	ADJ	-
ἀείλλω	VERB	-
ἀειλογέω	VERB	-
ἀειλογία	NOUN	f
ἄειλος	ADJ	-
ἀείμαργος	ADJ	-
ἀειμεριστός	ADJ	-
ἀειμετάβλητος	ADJ	-
ἀειμεταβόλος	ADJ	-
ἀειμνημόνευτος	ADJ	-
ἀειμνήμων	ADJ	-
ἀείμνηστος	ADJ	-
ἀειναής	ADJ	-
ἀείναος	ADJ	-
ἀειπαθής	ADJ	-
ἀειπαλής	ADJ	-
ἀειπάρθενος	NOUN	f
ἀείπλανος	ADJ	-
ἄειρον	ADJ	-
ἀείροος	ADJ	-
ἀείρυτος	ADJ	-
ἀείρω	VERB	-
ἀεισιτία	NOUN	f
ἀείσιτος	ADJ	-
ἄεισμα	NOUN	n
ἀείστροφος	ADJ	-
ἀείτας	NOUN	m
ἀειφανής	ADJ	-
ἀειφεγγής	ADJ	-
ἀειφόρος	ADJ	-
ἀείφρουρος	ADJ	-
ἀειφυγία	NOUN	f
ἀειφύλακτος	ADJ	-
ἀειφυλλία	NOUN	f
ἀείφυλλος	ADJ	-
ἀείχλωρος	ADJ	-
ἀειχρόνιος	ADJ	-
ἀείχρυσον	NOUN	n
ἀεκαζόμενος	ADJ	-
ἀεκήλιος	ADJ	-
ἀέκητι	PRON	-
ἀέκητι	ADV	-
ἀεκούσιος	ADJ	-
ἀέκων	ADJ	-
ἀέλικτος	ADJ	-
ἀέλιος	NOUN	m
ἄελλα	NOUN	f
ἀελλαῖος	ADJ	-
ἀελλήεις	ADJ	-
ἀελλοδρόμας	ADJ	-
ἀελλομάχος	ADJ	-
ἀελλός	NOUN	m
Ἀελλώ	NOUN	f
ἀελλώδης	ADJ	-
ἀελπής	ADJ	-
ἀελπτέω	VERB	-
ἀελπτία	NOUN	f
ἄελπτος	ADJ	-
ἄεμμα	NOUN	n
ἀεναής	ADJ	-
ἀέναος	ADJ	-
ἀεξίβιος	ADJ	-
ἀεξίγυιος	ADJ	-
ἀεξίνοος	ADJ	-
ἀεξίτοκος	ADJ	-
ἀεξίτροφος	ADJ	-
ἀεξίφυλλος	ADJ	-
ἀεξίφυτος	ADJ	-
ἀέξω	VERB	-
ἄεπτος	ADJ	-
ἀεργηλός	ADJ	-
ἀεργία	NOUN	f
ἀεργός	ADJ	-
ἀέρδην	ADV	-
ἀερέθομαι	VERB	-
Ἀερία	NOUN	f
ἀερίζω	VERB	-
ἀερικόν	NOUN	n
ἀέρινος	ADJ	-
ἀερίοικος	ADJ	-
ἀέριος	ADJ	-
ἀερῖτις	NOUN	f
ἄερκτος	ADJ	-
ἀεροβαθής	ADJ	-
ἀεροβάτης	NOUN	m
ἀεροβατικός	ADJ	-
ἀεροδόνητος	ADJ	-
ἀεροδρομέω	VERB	-
ἀεροδρόμος	ADJ	-
ἀεροειδής	ADJ	-
ἀερόεις	ADJ	-
ἀερόθεν	ADV	-
ἀερολέσχης	NOUN	m
ἀερομαντεία	NOUN	f
ἀερόμαντις	NOUN	m
ἀερομαχία	NOUN	f
ἀερόμελι	NOUN	n
ἀερομετρέω	VERB	-
ἀερομέτρητος	ADJ	-
ἀερομιγής	ADJ	-
ἀερομυθίω	VERB	-
ἀερονηχής	ADJ	-
ἀερονομέω	VERB	-
ἀερονομικός	ADJ	-
ἀερόομαι	VERB	-
ἀεροπετής	ADJ	-
ἀεροπέτης	ADJ	-
ἀερόπλανος	ADJ	-
ἀεροπορέω	VERB	-
ἀεροπόρος	ADJ	-
ἀεροριφής	ADJ	-
ἀερότονος	ADJ	-
ἀεροφόβος	ADJ	-
ἀεροφοίτητος	ADJ	-
ἀερόφοιτος	NOUN	m
ἀεροφόρητος	ADJ	-
ἀεροφυής	ADJ	-
ἀέροψ	NOUN	m
ἀέρρω	VERB	-
ἀερσίλοφος	ADJ	-
ἀερσίμαχος	ADJ	-
ἀερσίνοος	ADJ	-
ἀερσιπέτης	ADJ	-
ἀερσιπόδης	NOUN	m
ἀερσιπόρος	ADJ	-
ἀερσιπότης	NOUN	m
ἀερσιπότητος	ADJ	-
ἀερτάζω	VERB	-
ἀερώδης	ADJ	-
ἀέρωσις	NOUN	f
ἄεσα	VERB	-
ἀεσιφροσύνη	NOUN	f
ἀεσίφρων	ADJ	-
ἀέσκω	VERB	-
ἀέτειος	ADJ	-
ἀετής	ADJ	-
ἀετιδεύς	NOUN	m
ἀετίτης	NOUN	m
ἀετογενής	ADJ	-
ἀετός	NOUN	m
ἀετοφόρος	NOUN	m
ἀετώδης	ADJ	-
ἀέτωμα	NOUN	n
ἀετώνυχον	NOUN	n
ἀετώσιος	ADJ	-
ἀέτωσις	NOUN	f
ἀέχεια	NOUN	f
ἄζα	NOUN	f
ἀζαίνω	VERB	-
ἀζαλέος	NOUN	f
ἀζάνω	VERB	-
ἄζεστος	ADJ	-
ἄζευκτος	ADJ	-
ἀζεχής	ADJ	-
ἀζηλία	NOUN	f
ἀζηλοπραγμόνως	ADV	-
ἄζηλος	ADJ	-
ἀζηλοτύπητος	ADJ	-
ἀζηλότυπος	ADJ	-
ἀζήλωτος	ADJ	-
ἀζήμιος	ADJ	-
ἀζημίωτος	ADJ	-
ἀζῆρις	NOUN	f
Ἀζησία	NOUN	f
ἀζηχής	ADJ	-
ἅζομαι	VERB	-
ἄζος	ADJ	-
Ἀζόσιος	NOUN	m
ἀζυγής	ADJ	-
ἄζυγος	ADJ	-
ἄζυμος	ADJ	-
ἄζυξ	NOUN	m
ἅζω	VERB	-
ἄζω	ADJ	-
ἄζω	VERB	-
ἀζωνικός	ADJ	-
ἄζωνος	ADJ	-
ἄζωος	ADJ	-
ἄζωστος	ADJ	-
ἄζωτος	ADJ	-
ἀηδέω	VERB	-
ἀηδής	ADJ	-
ἀηδία	NOUN	f
ἀηδίζω	VERB	-
ἀηδισμός	NOUN	m
ἀηδονία	NOUN	f
ἀηδονιδεύς	NOUN	m
ἀηδόνιον	NOUN	n
ἀηδόνιος	ADJ	-
ἀηδονίς	NOUN	f
ἀήδονος	ADJ	-
ἀηδοποιός	ADJ	-
ἀηδών	NOUN	f
ἀήθεια	NOUN	f
ἀηθέσσω	VERB	-
ἀηθέω	VERB	-
ἀήθης	ADJ	-
ἀηθία	NOUN	f
ἀηθίζομαι	VERB	-
ἄημα	NOUN	n
ἄημι	VERB	-
ἄησις	NOUN	f
ἀήσσητος	ADJ	-
ἀήσυλος	ADJ	-
ἀήσυρος	ADJ	-
ἀητέομαι	VERB	-
ἀήτης	NOUN	m
ἄητος	NOUN	m
ἄητος	NOUN	m
ἄηχος	ADJ	-
ἀθαλάμευτος	ADJ	-
ἀθαλάσσευτος	ADJ	-
ἀθαλασσία	NOUN	f
ἀθάλασσος	ADJ	-
ἀθαλάσσωτος	ADJ	-
ἀθαλής	ADJ	-
ἀθαλπής	ADJ	-
ἀθαμβής	ADJ	-
ἀθάμβητος	ADJ	-
ἀθαμβία	NOUN	f
ἄθαμβος	ADJ	-
ἀθανασία	NOUN	f
ἀθανατίζω	VERB	-
ἀθανατισμός	NOUN	m
ἀθάνατος	ADJ	-
ἀθανατόω	VERB	-
ἀθανής	ADJ	-
ἄθαπτος	ADJ	-
ἀθάρη	NOUN	f
ἀθαρσής	ADJ	-
ἀθαρώδης	ADJ	-
ἀθαυμαστία	NOUN	f
ἀθαύμαστος	ADJ	-
ἀθεάμων	NOUN	f
ἀθέατος	ADJ	-
ἀθεησίη	NOUN	f
ἀθεεί	ADV	-
ἀθείαστος	ADJ	-
ἀθειρής	ADJ	-
ἀθελβάζω	VERB	-
ἀθελγής	ADJ	-
ἀθελγία	NOUN	f
ἀθέλγω	VERB	-
ἀθέλδω	VERB	-
ἀθέλεος	ADJ	-
ἀθέλητος	ADJ	-
ἄθελκτος	ADJ	-
ἀθελξίνοος	ADJ	-
ἀθεμείλιος	ADJ	-
ἀθεμελίωτος	ADJ	-
ἄθεμις	NOUN	m
ἀθεμιστέω	VERB	-
ἀθεμιστία	NOUN	f
ἀθεμίστιος	ADJ	-
ἀθέμιστος	ADJ	-
ἀθεμιτογαμία	NOUN	f
ἀθεμιτομιξία	NOUN	f
ἀθεμιτοποιός	ADJ	-
ἀθεμιτουργία	NOUN	f
ἀθεμιτοφαγέω	VERB	-
ἀθεμιτοφάγος	ADJ	-
ἄθεος	ADJ	-
ἀθεότης	NOUN	f
ἀθεραπεία	NOUN	f
ἀθεραπευσία	NOUN	f
ἀθεράπευτος	ADJ	-
ἀθερής	ADJ	-
ἀθερίζω	VERB	-
ἀθερίνη	NOUN	f
ἀθέριστος	ADJ	-
ἀθέρμαντος	ADJ	-
ἄθερμος	ADJ	-
ἀθερολόγιον	NOUN	n
ἀθερώδης	ADJ	-
ἀθέρωμα	NOUN	n
ἀθεσία	NOUN	f
ἀθεσμία	NOUN	f
ἀθέσμιος	ADJ	-
ἀθεσμόβιος	ADJ	-
ἀθεσμόλεκτρος	ADJ	-
ἄθεσμος	ADJ	-
ἀθεσμοφάγος	ADJ	-
ἄθεστος	ADJ	-
ἀθέσφατος	ADJ	-
ἀθετέω	VERB	-
ἀθέτημα	NOUN	n
ἀθετήσιμος	ADJ	-
ἀθέτησις	NOUN	f
ἀθετητέον	VERB	-
ἀθέτητος	ADJ	-
ἄθετος	ADJ	-
ἀθεωρησία	NOUN	f
ἀθεωρητί	ADV	-
ἀθεώρητος	ADJ	-
ἀθήητος	ADJ	-
ἀθήλαστος	ADJ	-
ἀθηλής	ADJ	-
ἄθηλος	ADJ	-
ἀθήλυντος	ADJ	-
Ἀθηναϊκός	ADJ	-
